"","Date","VIX_mean"
"1","2000-01",23.202
"2","2000-02",23.5955
"3","2000-03",22.7182608695652
"4","2000-04",27.1642105263158
"5","2000-05",26.3731818181818
"6","2000-06",21.54
"7","2000-07",19.893
"8","2000-08",18.0886956521739
"9","2000-09",19.6875
"10","2000-10",25.2
"11","2000-11",26.3828571428571
"12","2000-12",26.5305
"13","2001-01",24.9185714285714
"14","2001-02",23.4115789473684
"15","2001-03",28.4968181818182
"16","2001-04",28.134
"17","2001-05",22.9440909090909
"18","2001-06",20.9404761904762
"19","2001-07",22.3161904761905
"20","2001-08",21.8617391304348
"21","2001-09",35.0653333333333
"22","2001-10",32.7213043478261
"23","2001-11",26.6309523809524
"24","2001-12",23.72
"25","2002-01",22.2528571428571
"26","2002-02",22.8757894736842
"27","2002-03",18.985
"28","2002-04",19.9004545454545
"29","2002-05",20.0877272727273
"30","2002-06",25.271
"31","2002-07",34.0495454545455
"32","2002-08",33.7427272727273
"33","2002-09",37.6475
"34","2002-10",35.2430434782609
"35","2002-11",28.175
"36","2002-12",28.2104761904762
"37","2003-01",27.4242857142857
"38","2003-02",32.2184210526316
"39","2003-03",30.6342857142857
"40","2003-04",23.9919047619048
"41","2003-05",20.2395238095238
"42","2003-06",20.362380952381
"43","2003-07",19.1613636363636
"44","2003-08",19.2742857142857
"45","2003-09",19.532380952381
"46","2003-10",18.0234782608696
"47","2003-11",17.4010526315789
"48","2003-12",16.8263636363636
"49","2004-01",16.101
"50","2004-02",15.9984210526316
"51","2004-03",17.6873913043478
"52","2004-04",15.6985714285714
"53","2004-05",17.705
"54","2004-06",15.3571428571429
"55","2004-07",15.502380952381
"56","2004-08",16.6840909090909
"57","2004-09",14.0809523809524
"58","2004-10",14.9738095238095
"59","2004-11",13.5771428571429
"60","2004-12",12.4595454545455
"61","2005-01",13.438
"62","2005-02",11.7089473684211
"63","2005-03",13.1263636363636
"64","2005-04",14.4590476190476
"65","2005-05",13.967619047619
"66","2005-06",11.8686363636364
"67","2005-07",11.049
"68","2005-08",12.9513043478261
"69","2005-09",12.6280952380952
"70","2005-10",14.937619047619
"71","2005-11",12.147619047619
"72","2005-12",11.26
"73","2006-01",12.036
"74","2006-02",12.4710526315789
"75","2006-03",11.6939130434783
"76","2006-04",11.8473684210526
"77","2006-05",14.4545454545455
"78","2006-06",16.9186363636364
"79","2006-07",15.326
"80","2006-08",13.3517391304348
"81","2006-09",12.1845
"82","2006-10",11.3063636363636
"83","2006-11",10.817619047619
"84","2006-12",10.9645
"85","2007-01",11.0425
"86","2007-02",11.1552631578947
"87","2007-03",15.1627272727273
"88","2007-04",12.933
"89","2007-05",13.2977272727273
"90","2007-06",14.947619047619
"91","2007-07",17.2733333333333
"92","2007-08",25.0260869565217
"93","2007-09",22.1989473684211
"94","2007-10",19.115652173913
"95","2007-11",25.582380952381
"96","2007-12",21.651
"97","2008-01",25.8161904761905
"98","2008-02",25.456
"99","2008-03",27.1035
"100","2008-04",21.5627272727273
"101","2008-05",18.3033333333333
"102","2008-06",22.1104761904762
"103","2008-07",24.3213636363636
"104","2008-08",20.6957142857143
"105","2008-09",30.2385714285714
"106","2008-10",61.1773913043478
"107","2008-11",62.6394736842105
"108","2008-12",52.405
"109","2009-01",44.683
"110","2009-02",45.5705263157895
"111","2009-03",44.7954545454545
"112","2009-04",38.0638095238095
"113","2009-05",31.978
"114","2009-06",29.1404545454545
"115","2009-07",26.1627272727273
"116","2009-08",25.3371428571429
"117","2009-09",24.9266666666667
"118","2009-10",24.2522727272727
"119","2009-11",23.7835
"120","2009-12",21.2395454545455
"121","2010-01",20.6431578947368
"122","2010-02",22.54
"123","2010-03",17.7673913043478
"124","2010-04",17.4242857142857
"125","2010-05",31.9295
"126","2010-06",29.9163636363636
"127","2010-07",25.5652380952381
"128","2010-08",24.7459090909091
"129","2010-09",22.517619047619
"130","2010-10",20.3733333333333
"131","2010-11",20.0957142857143
"132","2010-12",17.5695454545455
"133","2011-01",17.3155
"134","2011-02",17.43
"135","2011-03",20.7234782608696
"136","2011-04",16.244
"137","2011-05",16.9114285714286
"138","2011-06",19.1531818181818
"139","2011-07",19.2275
"140","2011-08",35.0291304347826
"141","2011-09",36.53
"142","2011-10",32.8290476190476
"143","2011-11",31.9419047619048
"144","2011-12",25.047619047619
"145","2012-01",20.228
"146","2012-02",18.4205
"147","2012-03",16.1672727272727
"148","2012-04",17.823
"149","2012-05",21.0018181818182
"150","2012-06",21.1309523809524
"151","2012-07",17.5652380952381
"152","2012-08",15.6895652173913
"153","2012-09",15.2847368421053
"154","2012-10",16.2761904761905
"155","2012-11",16.7019047619048
"156","2012-12",17.307
"157","2013-01",13.5052380952381
"158","2013-02",14.0726315789474
"159","2013-03",13.0315
"160","2013-04",13.9672727272727
"161","2013-05",13.4936363636364
"162","2013-06",17.2715
"163","2013-07",13.9745454545455
"164","2013-08",14.21
"165","2013-09",14.692
"166","2013-10",15.4078260869565
"167","2013-11",12.924
"168","2013-12",14.192380952381
"169","2014-01",14.2409523809524
"170","2014-02",15.47
"171","2014-03",14.8366666666667
"172","2014-04",14.1980952380952
"173","2014-05",12.4752380952381
"174","2014-06",11.5414285714286
"175","2014-07",12.2963636363636
"176","2014-08",13.4919047619048
"177","2014-09",13.4666666666667
"178","2014-10",18.0586956521739
"179","2014-11",13.4131578947368
"180","2014-12",16.2922727272727
"181","2015-01",19.1195
"182","2015-02",15.9042105263158
"183","2015-03",14.8127272727273
"184","2015-04",13.4947619047619
"185","2015-05",13.3385
"186","2015-06",14.3395454545455
"187","2015-07",14.3527272727273
"188","2015-08",19.4280952380952
"189","2015-09",24.3771428571429
"190","2015-10",16.7895454545455
"191","2015-11",16.21
"192","2015-12",18.0254545454545
"193","2016-01",23.7178947368421
"194","2016-02",22.517
"195","2016-03",15.8490909090909
"196","2016-04",14.3004761904762
"197","2016-05",14.8528571428571
"198","2016-06",17.7745454545455
"199","2016-07",13.1585
"200","2016-08",12.3995652173913
"201","2016-09",14.2195238095238
"202","2016-10",14.5852380952381
"203","2016-11",15.2361904761905
"204","2016-12",12.472380952381
"205","2017-01",11.6085
"206","2017-02",11.5305263157895
"207","2017-03",11.8978260869565
"208","2017-04",13.1363157894737
"209","2017-05",10.8622727272727
"210","2017-06",10.5136363636364
"211","2017-07",10.2645
"212","2017-08",11.975652173913
"213","2017-09",10.438
"214","2017-10",10.1254545454545
"215","2017-11",10.5404761904762
"216","2017-12",10.2645
"217","2018-01",11.062380952381
"218","2018-02",22.4647368421053
"219","2018-03",19.0238095238095
"220","2018-04",18.267619047619
"221","2018-05",14.1245454545455
"222","2018-06",13.6780952380952
"223","2018-07",13.147619047619
"224","2018-08",12.5469565217391
"225","2018-09",12.9105263157895
"226","2018-10",19.3521739130435
"227","2018-11",19.3890476190476
"228","2018-12",23.1364285714286
